Position (m) Run #1	Magnetic Field Strength (100X) (T) Run #1	Position (m) Run #2	Magnetic Field Strength (100X) (T) Run #2	Position (m) Run #3	Magnetic Field Strength (100X) (T) Run #3	Position (m) Run #4	Magnetic Field Strength (100X) (T) Run #4	Position (m) Run #5	Magnetic Field Strength (100X) (T) Run #5	Position (m) Run #6	Magnetic Field Strength (100X) (T) Run #6	Position (m) Run #7	Magnetic Field Strength (100X) (T) Run #7
0.0991	2.6E-5	0.0817	4.8E-5	0.1025	2.2E-5	0.1188	1.1E-5	0.1097	2.0E-5	0.1157	1.6E-5	0.1047	2.4E-5
0.0994	2.6E-5	0.0823	4.8E-5	0.1029	2.2E-5	0.1190	1.1E-5	0.1101	1.9E-5	0.1160	1.6E-5	0.1049	2.3E-5
0.0998	2.5E-5	0.0828	4.7E-5	0.1033	2.1E-5	0.1192	1.1E-5	0.1105	1.9E-5	0.1163	1.6E-5	0.1051	2.3E-5
0.1002	2.5E-5	0.0833	4.6E-5	0.1037	2.0E-5	0.1194	1.1E-5	0.1108	1.9E-5	0.1165	1.6E-5	0.1053	2.3E-5
0.1006	2.5E-5	0.0839	4.5E-5	0.1040	2.0E-5	0.1195	1.1E-5	0.1112	1.9E-5	0.1168	1.6E-5	0.1055	2.3E-5
0.1009	2.5E-5	0.0844	4.4E-5	0.1044	1.9E-5	0.1196	1.1E-5	0.1115	1.9E-5	0.1170	1.6E-5	0.1057	2.2E-5
0.1012	2.5E-5	0.0849	4.4E-5	0.1047	1.9E-5	0.1196	1.2E-5	0.1119	1.9E-5	0.1173	1.6E-5	0.1059	2.2E-5
0.1015	2.4E-5	0.0853	4.3E-5	0.1051	1.8E-5	0.1196	1.2E-5	0.1122	1.8E-5	0.1177	1.6E-5	0.1061	2.2E-5
0.1019	2.4E-5	0.0858	4.2E-5	0.1054	1.8E-5	0.1196	1.2E-5	0.1126	1.8E-5	0.1180	1.6E-5	0.1064	2.2E-5
0.1022	2.4E-5	0.0863	4.1E-5	0.1057	1.8E-5	0.1196	1.2E-5	0.1129	1.8E-5	0.1183	1.6E-5	0.1066	2.2E-5
0.1026	2.3E-5	0.0867	4.0E-5	0.1060	1.7E-5	0.1196	1.2E-5	0.1132	1.8E-5	0.1186	1.5E-5	0.1069	2.2E-5
0.1030	2.3E-5	0.0871	3.9E-5	0.1064	1.7E-5	0.1196	1.1E-5	0.1136	1.8E-5	0.1189	1.5E-5	0.1071	2.2E-5
0.1034	2.2E-5	0.0876	3.9E-5	0.1067	1.7E-5	0.1196	1.1E-5	0.1139	1.8E-5	0.1192	1.5E-5	0.1074	2.2E-5
0.1037	2.2E-5	0.0880	3.8E-5	0.1070	1.7E-5	0.1196	1.1E-5	0.1143	1.8E-5	0.1194	1.5E-5	0.1077	2.1E-5
0.1040	2.1E-5	0.0884	3.7E-5	0.1073	1.7E-5	0.1196	1.1E-5	0.1146	1.8E-5	0.1194	1.5E-5	0.1080	2.1E-5
0.1043	2.0E-5	0.0889	3.6E-5	0.1077	1.7E-5	0.1196	1.1E-5	0.1149	1.8E-5	0.1194	1.5E-5	0.1082	2.1E-5
0.1046	2.0E-5	0.0893	3.6E-5	0.1080	1.6E-5	0.1196	1.1E-5	0.1153	1.7E-5	0.1194	1.5E-5	0.1085	2.1E-5
0.1048	2.0E-5	0.0897	3.5E-5	0.1084	1.6E-5	0.1196	1.1E-5	0.1156	1.7E-5	0.1194	1.5E-5	0.1088	2.1E-5
0.1051	1.9E-5	0.0902	3.5E-5	0.1087	1.6E-5	0.1196	1.1E-5	0.1159	1.7E-5	0.1193	1.5E-5	0.1090	2.0E-5
0.1053	1.9E-5	0.0905	3.4E-5	0.1091	1.6E-5	0.1196	1.1E-5	0.1162	1.7E-5	0.1194	1.4E-5	0.1093	2.0E-5
0.1055	1.9E-5	0.0909	3.4E-5	0.1094	1.5E-5	0.1196	1.1E-5	0.1166	1.6E-5	0.1194	1.4E-5	0.1096	2.0E-5
0.1057	1.9E-5	0.0912	3.3E-5	0.1097	1.5E-5	0.1196	1.1E-5	0.1169	1.6E-5	0.1194	1.4E-5	0.1098	1.9E-5
0.1060	1.9E-5	0.0916	3.3E-5	0.1100	1.5E-5	0.1196	1.1E-5	0.1172	1.6E-5	0.1194	1.4E-5	0.1100	1.9E-5
0.1062	1.9E-5	0.0919	3.2E-5	0.1103	1.5E-5	0.1196	1.1E-5	0.1175	1.5E-5	0.1194	1.4E-5	0.1103	1.9E-5
0.1065	1.9E-5	0.0923	3.2E-5	0.1107	1.4E-5	0.1196	1.1E-5	0.1179	1.5E-5	0.1194	1.4E-5	0.1105	1.9E-5
0.1067	1.9E-5	0.0926	3.1E-5	0.1110	1.4E-5	0.1196	1.1E-5	0.1182	1.5E-5	0.1194	1.4E-5	0.1108	1.9E-5
0.1070	1.9E-5	0.0931	3.0E-5	0.1112	1.4E-5	0.1196	1.1E-5	0.1184	1.5E-5	0.1194	1.4E-5	0.1111	1.9E-5
0.1073	1.9E-5	0.0935	3.0E-5	0.1115	1.4E-5	0.1196	1.1E-5	0.1187	1.5E-5	0.1194	1.3E-5	0.1113	1.9E-5
0.1076	1.9E-5	0.0940	2.9E-5	0.1118	1.4E-5	0.1196	1.1E-5	0.1189	1.5E-5	0.1194	1.3E-5	0.1116	1.8E-5
0.1080	1.9E-5	0.0945	2.9E-5	0.1121	1.4E-5	0.1196	1.1E-5	0.1191	1.5E-5	0.1194	1.3E-5	0.1120	1.8E-5
0.1083	1.9E-5	0.0950	2.8E-5	0.1123	1.4E-5	0.1196	1.1E-5	0.1192	1.5E-5	0.1194	1.3E-5	0.1123	1.8E-5
0.1087	1.9E-5	0.0955	2.8E-5	0.1126	1.4E-5	0.1196	1.1E-5	0.1193	1.5E-5	0.1194	1.3E-5	0.1125	1.8E-5
0.1090	1.9E-5	0.0960	2.7E-5	0.1128	1.3E-5	0.1196	1.1E-5	0.1194	1.4E-5	0.1194	1.2E-5	0.1128	1.8E-5
0.1094	1.9E-5	0.0965	2.7E-5	0.1130	1.3E-5	0.1196	1.1E-5	0.1194	1.4E-5	0.1194	1.2E-5	0.1131	1.8E-5
0.1098	1.8E-5	0.0970	2.7E-5	0.1133	1.3E-5	0.1196	1.1E-5	0.1195	1.4E-5	0.1194	1.3E-5	0.1134	1.7E-5
0.1103	1.8E-5	0.0975	2.6E-5	0.1136	1.3E-5	0.1196	1.0E-5	0.1195	1.4E-5	0.1194	1.3E-5	0.1136	1.7E-5
0.1107	1.8E-5	0.0979	2.6E-5	0.1139	1.3E-5	0.1196	1.0E-5	0.1195	1.4E-5	0.1194	1.3E-5	0.1138	1.7E-5
0.1111	1.7E-5	0.0983	2.6E-5	0.1142	1.3E-5	0.1196	9.9E-6	0.1195	1.4E-5	0.1194	1.3E-5	0.1139	1.7E-5
0.1114	1.7E-5	0.0987	2.6E-5	0.1144	1.3E-5	0.1196	9.8E-6	0.1195	1.3E-5	0.1194	1.3E-5	0.1139	1.7E-5
0.1118	1.7E-5	0.0992	2.5E-5	0.1147	1.2E-5	0.1196	9.8E-6	0.1195	1.3E-5	0.1194	1.3E-5	0.1139	1.7E-5
0.1121	1.6E-5	0.0996	2.5E-5	0.1150	1.2E-5	0.1196	9.8E-6	0.1195	1.3E-5	0.1194	1.3E-5	0.1139	1.7E-5
0.1125	1.6E-5	0.1000	2.5E-5	0.1153	1.2E-5	0.1196	9.8E-6	0.1195	1.3E-5	0.1194	1.3E-5	0.1139	1.7E-5
0.1129	1.6E-5	0.1004	2.4E-5	0.1156	1.2E-5	0.1196	9.7E-6	0.1195	1.3E-5	0.1194	1.3E-5	0.1139	1.7E-5
0.1133	1.5E-5	0.1008	2.4E-5	0.1158	1.2E-5	0.1196	9.5E-6	0.1195	1.2E-5	0.1194	1.4E-5	0.1139	1.7E-5
0.1136	1.5E-5	0.1012	2.3E-5	0.1160	1.2E-5	0.1196	9.2E-6	0.1195	1.2E-5	0.1194	1.4E-5	0.1139	1.7E-5
0.1140	1.5E-5	0.1016	2.3E-5	0.1162	1.2E-5	0.1196	9.0E-6	0.1195	1.2E-5	0.1194		0.1139	1.7E-5
0.1143	1.5E-5	0.1021	2.2E-5	0.1164	1.2E-5	0.1196	8.9E-6	0.1195	1.2E-5			0.1139	1.7E-5
0.1146	1.5E-5	0.1026	2.2E-5	0.1167	1.2E-5	0.1196	8.7E-6	0.1195	1.2E-5			0.1139	1.7E-5
0.1149	1.5E-5	0.1032	2.1E-5	0.1170	1.2E-5	0.1196	8.6E-6	0.1195	1.2E-5			0.1139	1.7E-5
0.1152	1.5E-5	0.1037	2.1E-5	0.1173	1.2E-5	0.1196	8.5E-6	0.1195	1.2E-5			0.1139	1.7E-5
0.1155	1.4E-5	0.1042	2.0E-5	0.1176	1.2E-5	0.1196	8.4E-6	0.1195	1.2E-5			0.1139	1.7E-5
0.1158	1.4E-5	0.1048	2.0E-5	0.1179	1.1E-5	0.1196	8.4E-6	0.1195	1.2E-5			0.1139	1.7E-5
0.1161	1.4E-5	0.1053	2.0E-5	0.1182	1.1E-5	0.1196	8.3E-6	0.1195	1.2E-5			0.1139	1.7E-5
0.1163	1.3E-5	0.1058	1.9E-5	0.1186	1.1E-5	0.1196		0.1195	1.2E-5			0.1139	1.7E-5
0.1166	1.3E-5	0.1063	1.9E-5	0.1189	1.1E-5			0.1195	1.1E-5			0.1139	1.7E-5
0.1168	1.3E-5	0.1068	1.8E-5	0.1192	1.1E-5			0.1195	1.1E-5			0.1139	1.7E-5
0.1171	1.3E-5	0.1072	1.8E-5	0.1196	1.1E-5			0.1195	1.1E-5			0.1139	1.7E-5
0.1173	1.2E-5	0.1076	1.7E-5	0.1200	1.1E-5			0.1195	1.1E-5			0.1139	1.7E-5
0.1176	1.2E-5	0.1081	1.7E-5	0.1203	1.1E-5			0.1195	1.1E-5			0.1139	1.7E-5
0.1178	1.2E-5	0.1084	1.7E-5	0.1203	1.0E-5			0.1195	1.1E-5			0.1139	1.8E-5
0.1181	1.2E-5	0.1088	1.6E-5	0.1203	1.0E-5			0.1195	1.1E-5			0.1139	1.7E-5
0.1183	1.2E-5	0.1091	1.6E-5	0.1203	1.0E-5			0.1195	1.1E-5			0.1139	1.7E-5
0.1186	1.2E-5	0.1094	1.6E-5	0.1203	1.0E-5			0.1195	1.1E-5			0.1139	1.7E-5
0.1188	1.2E-5	0.1098	1.6E-5	0.1203	9.9E-6			0.1195	1.1E-5			0.1139	1.7E-5
0.1191	1.1E-5	0.1101	1.5E-5	0.1203	9.8E-6			0.1195	1.1E-5			0.1139	1.7E-5
0.1193	1.1E-5	0.1103	1.5E-5	0.1203	9.8E-6			0.1195	1.1E-5			0.1139	1.7E-5
0.1195	1.1E-5	0.1105	1.5E-5	0.1203	9.8E-6			0.1195	1.0E-5			0.1139	1.7E-5
0.1196	1.1E-5	0.1108	1.5E-5	0.1203	9.7E-6			0.1195	1.0E-5			0.1139	1.7E-5
0.1198	1.1E-5	0.1111	1.5E-5	0.1203	9.7E-6			0.1195	1.0E-5			0.1139	1.7E-5
0.1200	1.0E-5	0.1115	1.5E-5	0.1203	9.7E-6			0.1195	1.0E-5			0.1139	1.7E-5
0.1201	1.0E-5	0.1118	1.5E-5	0.1203	9.6E-6			0.1195	1.0E-5			0.1139	1.7E-5
0.1202	1.0E-5	0.1121	1.5E-5	0.1203	9.5E-6			0.1195	1.0E-5			0.1139	1.7E-5
0.1202	1.0E-5	0.1125	1.5E-5	0.1203	9.4E-6			0.1195	1.0E-5			0.1139	1.7E-5
0.1202	1.0E-5	0.1128	1.5E-5	0.1203	9.2E-6			0.1195	1.0E-5			0.1139	1.7E-5
0.1202	1.0E-5	0.1131	1.5E-5	0.1203	9.1E-6			0.1195	1.0E-5			0.1139	1.6E-5
0.1202	1.0E-5	0.1135	1.5E-5	0.1203	8.9E-6			0.1195	1.1E-5			0.1139	1.6E-5
0.1202	1.0E-5	0.1138	1.5E-5	0.1203	8.8E-6			0.1195	1.1E-5			0.1139	
0.1202	1.0E-5	0.1141	1.5E-5	0.1203	8.7E-6			0.1195	1.1E-5				
0.1202	1.1E-5	0.1144	1.5E-5	0.1203	8.8E-6			0.1195	1.2E-5				
0.1202	1.0E-5	0.1146	1.5E-5	0.1203	8.9E-6			0.1195	1.2E-5				
0.1202	1.0E-5	0.1149	1.5E-5	0.1203	9.1E-6			0.1195	1.2E-5				
0.1202	1.0E-5	0.1152	1.5E-5	0.1203	9.2E-6			0.1195	1.2E-5				
0.1202	1.0E-5	0.1154	1.5E-5	0.1203	9.4E-6			0.1195	1.3E-5				
0.1202	1.0E-5	0.1156	1.5E-5	0.1203	9.3E-6			0.1195	1.3E-5				
0.1202	9.8E-6	0.1158	1.5E-5	0.1203	9.3E-6			0.1195	1.3E-5				
0.1202	9.6E-6	0.1161	1.4E-5	0.1203	9.3E-6			0.1195	1.3E-5				
0.1202	9.5E-6	0.1163	1.4E-5	0.1203	9.3E-6			0.1195	1.3E-5				
0.1202	9.3E-6	0.1166	1.4E-5	0.1203	9.3E-6			0.1195					
0.1202	9.2E-6	0.1168	1.4E-5	0.1203	9.4E-6								
0.1202	9.3E-6	0.1170	1.4E-5	0.1203	9.4E-6								
0.1202	9.3E-6	0.1172	1.4E-5	0.1203	9.5E-6								
0.1202	9.4E-6	0.1174	1.4E-5	0.1203	9.6E-6								
0.1202	9.5E-6	0.1176	1.4E-5	0.1203	9.7E-6								
0.1202	9.6E-6	0.1177	1.4E-5	0.1203	9.8E-6								
0.1202	9.7E-6	0.1178	1.4E-5	0.1203	9.7E-6								
0.1202	9.7E-6	0.1179	1.4E-5	0.1203	9.6E-6								
0.1202	9.8E-6	0.1179	1.4E-5	0.1203	9.6E-6								
0.1202	9.9E-6	0.1179	1.4E-5	0.1203	9.8E-6								
0.1202	1.0E-5	0.1179	1.4E-5	0.1203									
0.1202	1.0E-5	0.1179	1.4E-5										
0.1202	1.0E-5	0.1179	1.4E-5										
0.1202	1.1E-5	0.1179	1.4E-5										
0.1202	1.1E-5	0.1179	1.4E-5										
0.1202	1.1E-5	0.1179	1.4E-5										
0.1202	1.1E-5	0.1179	1.3E-5										
0.1202	1.1E-5	0.1179	1.3E-5										
0.1202		0.1179	1.3E-5										
		0.1179	1.3E-5										
		0.1179	1.3E-5										
		0.1179	1.3E-5										
		0.1179	1.3E-5										
		0.1179	1.3E-5										
		0.1179	1.3E-5										
		0.1179	1.3E-5										
		0.1179	1.3E-5										
		0.1179	1.3E-5										
		0.1179	1.3E-5										
		0.1179	1.3E-5										
		0.1179	1.3E-5										
		0.1179	1.3E-5										
		0.1179	1.3E-5										
		0.1179	1.3E-5										
		0.1179	1.3E-5										
		0.1179	1.3E-5										
		0.1179	1.3E-5										
		0.1179	1.3E-5										
		0.1179	1.2E-5										
		0.1179	1.2E-5										
		0.1179	1.2E-5										
		0.1179	1.2E-5										
		0.1179	1.2E-5										
		0.1179	1.2E-5										
		0.1179	1.2E-5										
		0.1179	1.2E-5										
		0.1179	1.2E-5										
		0.1179	1.3E-5										
		0.1179	1.3E-5										
		0.1179	1.3E-5										
		0.1179	1.3E-5										
		0.1179	1.3E-5										
		0.1179	1.4E-5										
		0.1179	1.4E-5										
		0.1179	1.4E-5										
		0.1179	1.4E-5										
		0.1179											
