Position (m) Run #1	Magnetic Field Strength (100X) (T) Run #1	Position (m) Run #2	Magnetic Field Strength (100X) (T) Run #2	Position (m) Run #3	Magnetic Field Strength (100X) (T) Run #3	Position (m) Run #4	Magnetic Field Strength (100X) (T) Run #4	Position (m) Run #5	Magnetic Field Strength (100X) (T) Run #5	Position (m) Run #6	Magnetic Field Strength (100X) (T) Run #6	Position (m) Run #7	Magnetic Field Strength (100X) (T) Run #7
0.0000	9.8E-6	0.0000	1.1E-5	0.0000	7.4E-6	0.0000	8.9E-6	0.0000	1.1E-5	0.0000	8.5E-6	1.9725E-5	1.2E-5
0.0000	1.0E-5	0.0000	1.1E-5	0.0000	7.4E-6	0.0000	8.4E-6	0.0000	1.0E-5	0.0000	8.5E-6	-3.9450E-5	1.2E-5
0.0000	1.1E-5	0.0000	1.1E-5	0.0000	7.5E-6	0.0000	8.1E-6	0.0000	1.0E-5	0.0000	8.6E-6	-3.9450E-5	1.2E-5
1.9725E-5	1.1E-5	0.0000	1.1E-5	0.0000	7.5E-6	0.0000	7.9E-6	0.0000	9.9E-6	0.0000	8.7E-6	-3.9450E-5	1.1E-5
1.9725E-5	1.1E-5	0.0000	1.1E-5	-1.9725E-5	7.3E-6	0.0000	7.8E-6	0.0000	9.6E-6	0.0000	8.9E-6	-1.9725E-5	1.1E-5
1.9725E-5	1.1E-5	0.0000	1.1E-5	-1.9725E-5	7.2E-6	0.0000	7.9E-6	0.0000	9.3E-6	0.0000	9.0E-6	-6.7763E-21	1.1E-5
1.9725E-5	1.2E-5	0.0000	1.1E-5	-1.9725E-5	7.1E-6	-5.9175E-5	7.9E-6	0.0000	9.1E-6	-1.9725E-5	9.1E-6	1.9725E-5	1.1E-5
1.9725E-5	1.2E-5	0.0000	1.1E-5	0.0000	7.0E-6	-5.9175E-5	8.0E-6	0.0000	9.0E-6	-3.9450E-5	9.3E-6	1.9725E-5	1.1E-5
1.9725E-5	1.2E-5	1.9725E-5	1.2E-5	0.0000	6.8E-6	-5.9175E-5	8.1E-6	0.0000	9.0E-6	-5.9175E-5	9.5E-6	1.9725E-5	1.1E-5
0.0000	1.2E-5	1.9725E-5	1.2E-5	0.0000	6.7E-6	-5.9175E-5	8.2E-6	0.0000	8.9E-6	-5.9175E-5	9.6E-6	1.9725E-5	1.1E-5
-1.9725E-5	1.2E-5	1.9725E-5	1.2E-5	0.0000	6.6E-6	-5.9175E-5	8.4E-6	0.0000	8.8E-6	-5.9175E-5	9.7E-6	-6.7763E-21	1.1E-5
0.0000	1.2E-5	1.9725E-5	1.2E-5	3.9450E-5	6.5E-6	-3.9450E-5	8.6E-6	1.9725E-5	9.0E-6	-5.9175E-5	9.8E-6	-1.9725E-5	1.1E-5
0.0000	1.2E-5	3.9450E-5	1.2E-5	5.9175E-5	6.5E-6	-3.9450E-5	8.8E-6	1.9725E-5	9.2E-6	-5.9175E-5	9.8E-6	-1.9725E-5	1.1E-5
0.0000	1.2E-5	5.9175E-5	1.1E-5	5.9175E-5	6.5E-6	-1.9725E-5	9.0E-6	1.9725E-5	9.3E-6	-3.9450E-5	9.9E-6	-1.9725E-5	1.1E-5
0.0000	1.2E-5	7.8900E-5	1.1E-5	5.9175E-5	6.4E-6	-6.7763E-21	9.2E-6	3.9450E-5	9.5E-6	-3.9450E-5	9.9E-6	-1.9725E-5	1.1E-5
0.0000	1.2E-5	7.8900E-5	1.1E-5	7.8900E-5	6.5E-6	1.9725E-5	9.4E-6	3.9450E-5	9.5E-6	-3.9450E-5	9.9E-6	-6.7763E-21	1.1E-5
0.0000	1.2E-5	7.8900E-5	1.1E-5	1.5780E-4	6.7E-6	1.9725E-5	9.5E-6	3.9450E-5	9.4E-6	-3.9450E-5	9.8E-6	-6.7763E-21	1.1E-5
0.0000	1.1E-5	9.8625E-5	1.1E-5	2.7615E-4	7.0E-6	1.9725E-5	9.7E-6	3.9450E-5	9.2E-6	-3.9450E-5	9.7E-6	-6.7763E-21	1.1E-5
0.0000	1.1E-5	2.1697E-4	1.1E-5	3.7477E-4	7.3E-6	3.9450E-5	1.0E-5	3.9450E-5	9.1E-6	-3.9450E-5	9.5E-6	1.9725E-5	1.1E-5
1.9725E-5	1.1E-5	3.3533E-4	1.1E-5	4.3395E-4	7.4E-6	3.9450E-5	1.0E-5	5.9175E-5	9.1E-6	-3.9450E-5	9.4E-6	3.9450E-5	1.1E-5
1.9725E-5	1.1E-5	4.3395E-4	1.1E-5	5.3258E-4	7.4E-6	3.9450E-5	1.0E-5	1.1835E-4	9.0E-6	-1.9725E-5	9.4E-6	5.9175E-5	1.0E-5
1.9725E-5	1.0E-5	4.9312E-4	1.1E-5	6.3120E-4	7.4E-6	5.9175E-5	1.1E-5	1.9725E-4	9.0E-6	-1.9725E-5	9.3E-6	7.8900E-5	1.0E-5
1.9725E-5	1.0E-5	5.3258E-4	1.0E-5	7.4955E-4	7.3E-6	5.9175E-5	1.1E-5	2.9587E-4	9.1E-6	-1.9725E-5	9.2E-6	1.9725E-4	1.0E-5
1.9725E-5	1.0E-5	5.9175E-4	1.0E-5	8.4817E-4	7.3E-6	1.5780E-4	1.1E-5	4.1422E-4	9.3E-6	-1.9725E-5	9.3E-6	2.7615E-4	1.0E-5
0.0000	1.0E-5	6.9037E-4	1.0E-5	9.6653E-4	7.4E-6	2.5643E-4	1.1E-5	5.3258E-4	9.5E-6	-1.9725E-5	9.5E-6	3.7477E-4	1.0E-5
0.0000	1.0E-5	8.2845E-4	9.8E-6	0.0011	7.5E-6	3.5505E-4	1.1E-5	6.5092E-4	9.6E-6	-1.9725E-5	9.7E-6	4.7340E-4	1.0E-5
0.0000	1.0E-5	9.6652E-4	9.6E-6	0.0012	7.7E-6	4.3395E-4	1.1E-5	8.0872E-4	9.6E-6	0.0000	9.9E-6	5.3257E-4	1.0E-5
1.9725E-5	1.0E-5	0.0011	9.4E-6	0.0014	7.8E-6	5.1285E-4	1.1E-5	9.6653E-4	9.5E-6	0.0000	1.0E-5	6.3120E-4	1.0E-5
1.9725E-5	1.0E-5	0.0012	9.2E-6	0.0015	8.0E-6	6.3120E-4	1.0E-5	0.0011	9.4E-6	0.0000	1.0E-5	7.2982E-4	1.0E-5
1.9725E-5	9.9E-6	0.0013	9.0E-6	0.0017	8.2E-6	7.2982E-4	1.0E-5	0.0013	9.3E-6	1.9725E-5	1.0E-5	8.4817E-4	1.0E-5
3.9450E-5	9.6E-6	0.0015	9.0E-6	0.0019	8.2E-6	8.6790E-4	1.0E-5	0.0015	9.2E-6	3.9450E-5	1.0E-5	9.8625E-4	1.1E-5
3.9450E-5	9.3E-6	0.0016	9.0E-6	0.0020	8.3E-6	0.0010	1.0E-5	0.0017	9.2E-6	5.9175E-5	1.0E-5	0.0011	1.1E-5
5.9175E-5	9.1E-6	0.0018	9.2E-6	0.0022	8.3E-6	0.0012	1.0E-5	0.0019	9.1E-6	1.5780E-4	1.1E-5	0.0013	1.1E-5
5.9175E-5	8.9E-6	0.0020	9.4E-6	0.0024	8.4E-6	0.0014	1.0E-5	0.0021	9.1E-6	2.7615E-4	1.1E-5	0.0015	1.1E-5
7.8900E-5	9.0E-6	0.0022	9.6E-6	0.0026	8.5E-6	0.0016	1.0E-5	0.0023	9.2E-6	4.3395E-4	1.1E-5	0.0016	1.1E-5
7.8900E-5	9.2E-6	0.0023	9.6E-6	0.0028	8.6E-6	0.0017	1.0E-5	0.0025	9.5E-6	6.1148E-4	1.1E-5	0.0018	1.1E-5
1.9725E-4	9.4E-6	0.0025	9.6E-6	0.0029	8.7E-6	0.0019	1.0E-5	0.0027	9.6E-6	7.8900E-4	1.1E-5	0.0019	1.1E-5
2.5643E-4	9.5E-6	0.0027	9.5E-6	0.0031	8.8E-6	0.0021	1.0E-5	0.0029	9.8E-6	0.0010	1.1E-5	0.0021	1.2E-5
3.3533E-4	9.6E-6	0.0029	9.4E-6	0.0033	8.9E-6	0.0022	1.0E-5	0.0031	9.9E-6	0.0012	1.1E-5	0.0023	1.2E-5
4.1422E-4	9.6E-6	0.0031	9.3E-6	0.0035	9.1E-6	0.0024	1.0E-5	0.0033	1.0E-5	0.0015	1.1E-5	0.0025	1.2E-5
4.7340E-4	9.6E-6	0.0033	9.2E-6	0.0038	9.3E-6	0.0025	1.0E-5	0.0036	1.0E-5	0.0018	1.1E-5	0.0027	1.2E-5
5.3258E-4	9.5E-6	0.0036	9.3E-6	0.0040	9.6E-6	0.0027	1.0E-5	0.0038	1.1E-5	0.0021	1.1E-5	0.0029	1.2E-5
5.9175E-4	9.5E-6	0.0038	9.4E-6	0.0043	9.7E-6	0.0029	1.0E-5	0.0041	1.1E-5	0.0023	1.1E-5	0.0031	1.3E-5
6.7065E-4	9.5E-6	0.0041	9.6E-6	0.0046	9.7E-6	0.0031	1.0E-5	0.0044	1.1E-5	0.0026	1.1E-5	0.0033	1.3E-5
7.4955E-4	9.5E-6	0.0044	9.8E-6	0.0049	9.7E-6	0.0033	1.1E-5	0.0046	1.2E-5	0.0029	1.1E-5	0.0036	1.3E-5
8.2845E-4	9.6E-6	0.0048	1.0E-5	0.0052	9.6E-6	0.0035	1.1E-5	0.0049	1.2E-5	0.0032	1.1E-5	0.0038	1.3E-5
9.0735E-4	9.5E-6	0.0051	9.9E-6	0.0056	9.6E-6	0.0036	1.1E-5	0.0052	1.2E-5	0.0035	1.1E-5	0.0040	1.3E-5
0.0010	9.5E-6	0.0054	9.8E-6	0.0059	9.8E-6	0.0038	1.1E-5	0.0055	1.3E-5	0.0038	1.1E-5	0.0042	1.4E-5
0.0011	9.5E-6	0.0057	9.4E-6	0.0062	1.0E-5	0.0041	1.1E-5	0.0058	1.3E-5	0.0040	1.1E-5	0.0044	1.4E-5
0.0013	9.5E-6	0.0061	9.2E-6	0.0065	1.0E-5	0.0043	1.1E-5	0.0061	1.3E-5	0.0044	1.0E-5	0.0046	1.4E-5
0.0014	9.6E-6	0.0064	9.3E-6	0.0069	1.0E-5	0.0046	1.1E-5	0.0064	1.3E-5	0.0047	1.0E-5	0.0048	1.4E-5
0.0016	9.7E-6	0.0066	9.4E-6	0.0072	1.1E-5	0.0049	1.1E-5	0.0066	1.3E-5	0.0051	1.0E-5	0.0051	1.4E-5
0.0018	9.7E-6	0.0069	9.6E-6	0.0075	1.1E-5	0.0052	1.2E-5	0.0069	1.3E-5	0.0054	1.1E-5	0.0053	1.4E-5
0.0019	9.8E-6	0.0072	9.9E-6	0.0079	1.1E-5	0.0055	1.2E-5	0.0072	1.3E-5	0.0058	1.1E-5	0.0056	1.4E-5
0.0021	9.8E-6	0.0074	1.0E-5	0.0082	1.1E-5	0.0058	1.2E-5	0.0074	1.3E-5	0.0061	1.1E-5	0.0059	1.4E-5
0.0023	9.9E-6	0.0077	1.1E-5	0.0086	1.1E-5	0.0060	1.2E-5	0.0077	1.3E-5	0.0065	1.1E-5	0.0062	1.4E-5
0.0025	9.9E-6	0.0080	1.1E-5	0.0089	1.1E-5	0.0062	1.2E-5	0.0080	1.3E-5	0.0068	1.1E-5	0.0064	1.4E-5
0.0027	9.9E-6	0.0083	1.1E-5	0.0093	1.1E-5	0.0064	1.2E-5	0.0082	1.3E-5	0.0072	1.1E-5	0.0067	1.4E-5
0.0029	9.9E-6	0.0087	1.1E-5	0.0097	1.1E-5	0.0066	1.2E-5	0.0085	1.3E-5	0.0075	1.1E-5	0.0070	1.4E-5
0.0032	1.0E-5	0.0090	1.2E-5	0.0101	1.1E-5	0.0067	1.2E-5	0.0088	1.3E-5	0.0078	1.2E-5	0.0073	1.3E-5
0.0034	1.0E-5	0.0094	1.2E-5	0.0105	1.1E-5	0.0069	1.2E-5	0.0091	1.3E-5	0.0082	1.2E-5	0.0076	1.3E-5
0.0036	1.1E-5	0.0097	1.2E-5	0.0109	1.0E-5	0.0071	1.3E-5	0.0093	1.3E-5	0.0085	1.2E-5	0.0079	1.3E-5
0.0039	1.1E-5	0.0101	1.3E-5	0.0114	1.0E-5	0.0073	1.3E-5	0.0096	1.3E-5	0.0088	1.2E-5	0.0082	1.2E-5
0.0041	1.1E-5	0.0105	1.3E-5	0.0118	1.0E-5	0.0076	1.3E-5	0.0099	1.4E-5	0.0092	1.2E-5	0.0085	1.2E-5
0.0044	1.2E-5	0.0109	1.3E-5	0.0122	9.9E-6	0.0079	1.3E-5	0.0102	1.4E-5	0.0095	1.2E-5	0.0088	1.2E-5
0.0046	1.2E-5	0.0112	1.4E-5	0.0127	1.0E-5	0.0082	1.3E-5	0.0106	1.4E-5	0.0098	1.2E-5	0.0091	1.2E-5
0.0048	1.2E-5	0.0116	1.4E-5	0.0131	1.0E-5	0.0087	1.3E-5	0.0109	1.5E-5	0.0101	1.3E-5	0.0094	1.1E-5
0.0051	1.2E-5	0.0120	1.4E-5	0.0135	1.1E-5	0.0091	1.3E-5	0.0112	1.5E-5	0.0105	1.4E-5	0.0097	1.1E-5
0.0054	1.2E-5	0.0123	1.4E-5	0.0139	1.1E-5	0.0096	1.3E-5	0.0116	1.5E-5	0.0108	1.4E-5	0.0100	1.1E-5
0.0057	1.2E-5	0.0126	1.4E-5	0.0142	1.1E-5	0.0101	1.3E-5	0.0119	1.6E-5	0.0112	1.5E-5	0.0103	1.2E-5
0.0060	1.2E-5	0.0130	1.5E-5	0.0146	1.2E-5	0.0106	1.4E-5	0.0122	1.6E-5	0.0115	1.5E-5	0.0106	1.2E-5
0.0064	1.3E-5	0.0133	1.5E-5	0.0149	1.2E-5	0.0110	1.4E-5	0.0125	1.6E-5	0.0119	1.5E-5	0.0109	1.2E-5
0.0067	1.3E-5	0.0136	1.5E-5	0.0153	1.3E-5	0.0115	1.4E-5	0.0128	1.6E-5	0.0122	1.5E-5	0.0112	1.2E-5
0.0071	1.3E-5	0.0139	1.5E-5	0.0156	1.3E-5	0.0120	1.4E-5	0.0132	1.6E-5	0.0126	1.5E-5	0.0115	1.2E-5
0.0074	1.3E-5	0.0142	1.6E-5	0.0159	1.3E-5	0.0124	1.5E-5	0.0135	1.6E-5	0.0129	1.5E-5	0.0118	1.2E-5
0.0077	1.3E-5	0.0145	1.6E-5	0.0163	1.3E-5	0.0129	1.5E-5	0.0138	1.7E-5	0.0133	1.5E-5	0.0122	1.3E-5
0.0080	1.3E-5	0.0148	1.6E-5	0.0166	1.3E-5	0.0133	1.5E-5	0.0141	1.7E-5	0.0136	1.5E-5	0.0125	1.3E-5
0.0083	1.3E-5	0.0151	1.7E-5	0.0169	1.3E-5	0.0137	1.6E-5	0.0144	1.7E-5	0.0139	1.5E-5	0.0128	1.3E-5
0.0086	1.3E-5	0.0154	1.7E-5	0.0172	1.3E-5	0.0141	1.6E-5	0.0148	1.7E-5	0.0143	1.5E-5	0.0131	1.3E-5
0.0088	1.3E-5	0.0158	1.7E-5	0.0176	1.4E-5	0.0144	1.6E-5	0.0151	1.7E-5	0.0146	1.5E-5	0.0134	1.3E-5
0.0091	1.3E-5	0.0161	1.8E-5	0.0179	1.4E-5	0.0149	1.6E-5	0.0154	1.7E-5	0.0150	1.6E-5	0.0138	1.3E-5
0.0093	1.4E-5	0.0164	1.8E-5	0.0182	1.5E-5	0.0152	1.7E-5	0.0158	1.7E-5	0.0153	1.6E-5	0.0142	1.3E-5
0.0096	1.4E-5	0.0167	1.8E-5	0.0186	1.5E-5	0.0156	1.7E-5	0.0161	1.8E-5	0.0157	1.6E-5	0.0146	1.3E-5
0.0098	1.4E-5	0.0170	1.9E-5	0.0189	1.6E-5	0.0161	1.8E-5	0.0165	1.8E-5	0.0160	1.6E-5	0.0149	1.3E-5
0.0101	1.4E-5	0.0173	1.9E-5	0.0192	1.6E-5	0.0165	1.8E-5	0.0169	1.8E-5	0.0163	1.7E-5	0.0152	1.4E-5
0.0104	1.4E-5	0.0177	1.9E-5	0.0194	1.6E-5	0.0169	1.9E-5	0.0173	1.9E-5	0.0165	1.7E-5	0.0155	1.4E-5
0.0106	1.5E-5	0.0180	1.9E-5	0.0198	1.7E-5	0.0173	1.9E-5	0.0177	2.0E-5	0.0168	1.8E-5	0.0159	1.5E-5
0.0109	1.5E-5	0.0183	1.9E-5	0.0201	1.7E-5	0.0176	1.9E-5	0.0182	2.0E-5	0.0171	1.8E-5	0.0162	1.5E-5
0.0111	1.5E-5	0.0186	1.9E-5	0.0205	1.8E-5	0.0180	1.9E-5	0.0186	2.0E-5	0.0173	1.8E-5	0.0166	1.5E-5
0.0114	1.5E-5	0.0188	2.0E-5	0.0209	1.9E-5	0.0184	2.0E-5	0.0191	2.1E-5	0.0176	1.8E-5	0.0169	1.6E-5
0.0117	1.5E-5	0.0191	2.0E-5	0.0212	1.9E-5	0.0189	2.0E-5	0.0195	2.1E-5	0.0178	1.8E-5	0.0172	1.6E-5
0.0120	1.5E-5	0.0194	2.0E-5	0.0216	2.0E-5	0.0193	2.1E-5	0.0198	2.1E-5	0.0180	1.9E-5	0.0176	1.7E-5
0.0122	1.5E-5	0.0197	2.1E-5	0.0220	2.0E-5	0.0197	2.1E-5	0.0202	2.1E-5	0.0182	1.9E-5	0.0179	1.7E-5
0.0125	1.5E-5	0.0200	2.1E-5	0.0224	2.0E-5	0.0201	2.2E-5	0.0205	2.1E-5	0.0185	1.9E-5	0.0182	1.8E-5
0.0127	1.5E-5	0.0203	2.1E-5	0.0228	2.1E-5	0.0206	2.2E-5	0.0208	2.2E-5	0.0187	1.9E-5	0.0186	1.8E-5
0.0130	1.5E-5	0.0206	2.1E-5	0.0232	2.1E-5	0.0209	2.2E-5	0.0211	2.2E-5	0.0190	2.0E-5	0.0189	1.9E-5
0.0133	1.6E-5	0.0209	2.1E-5	0.0236	2.2E-5	0.0212	2.3E-5	0.0214	2.3E-5	0.0193	2.0E-5	0.0192	1.9E-5
0.0136	1.6E-5	0.0212	2.2E-5	0.0240	2.2E-5	0.0216	2.3E-5	0.0218	2.3E-5	0.0196	1.9E-5	0.0195	2.0E-5
0.0139	1.6E-5	0.0216	2.2E-5	0.0243	2.3E-5	0.0219	2.3E-5	0.0221	2.4E-5	0.0199	1.9E-5	0.0198	2.0E-5
0.0143	1.6E-5	0.0219	2.2E-5	0.0247	2.3E-5	0.0222	2.4E-5	0.0224	2.4E-5	0.0203	1.9E-5	0.0201	2.1E-5
0.0145	1.7E-5	0.0223	2.2E-5	0.0251	2.4E-5	0.0226	2.4E-5	0.0228	2.4E-5	0.0206	1.9E-5	0.0204	2.1E-5
0.0148	1.7E-5	0.0226	2.3E-5	0.0255	2.4E-5	0.0229	2.4E-5	0.0231	2.5E-5	0.0209	1.9E-5	0.0206	2.2E-5
0.0150	1.7E-5	0.0230	2.3E-5	0.0259	2.5E-5	0.0232	2.4E-5	0.0235	2.5E-5	0.0212	1.9E-5	0.0209	2.2E-5
0.0152	1.8E-5	0.0233	2.3E-5	0.0263	2.6E-5	0.0236	2.4E-5	0.0238	2.6E-5	0.0216	2.0E-5	0.0212	2.2E-5
0.0154	1.8E-5	0.0237	2.3E-5	0.0267	2.6E-5	0.0239	2.4E-5	0.0241	2.6E-5	0.0219	2.0E-5	0.0214	2.3E-5
0.0156	1.8E-5	0.0241	2.3E-5	0.0272	2.7E-5	0.0242	2.4E-5	0.0245	2.7E-5	0.0223	2.1E-5	0.0217	2.3E-5
0.0159	1.8E-5	0.0245	2.4E-5	0.0276	2.8E-5	0.0246	2.5E-5	0.0248	2.7E-5	0.0226	2.2E-5	0.0220	2.3E-5
0.0161	1.8E-5	0.0249	2.4E-5	0.0280	2.9E-5	0.0249	2.5E-5	0.0252	2.8E-5	0.0230	2.3E-5	0.0223	2.4E-5
0.0163	1.8E-5	0.0253	2.5E-5	0.0285	2.9E-5	0.0252	2.6E-5	0.0256	2.9E-5	0.0234	2.4E-5	0.0226	2.4E-5
0.0166	1.9E-5	0.0257	2.5E-5	0.0290	3.0E-5	0.0255	2.7E-5	0.0259	2.9E-5	0.0237	2.4E-5	0.0229	2.5E-5
0.0168	1.9E-5	0.0261	2.6E-5	0.0295	3.1E-5	0.0258	2.7E-5	0.0262	3.0E-5	0.0241	2.5E-5	0.0233	2.5E-5
0.0171	1.9E-5	0.0265	2.6E-5	0.0299	3.2E-5	0.0261	2.8E-5	0.0266	3.0E-5	0.0246	2.6E-5	0.0236	2.6E-5
0.0174	1.9E-5	0.0269	2.7E-5	0.0304	3.3E-5	0.0264	2.8E-5	0.0269	3.1E-5	0.0250	2.6E-5	0.0239	2.6E-5
0.0177	1.9E-5	0.0273	2.8E-5	0.0308	3.3E-5	0.0267	2.9E-5	0.0273	3.1E-5	0.0253	2.6E-5	0.0243	2.6E-5
0.0180	1.9E-5	0.0277	2.8E-5	0.0312	3.4E-5	0.0270	2.9E-5	0.0276	3.2E-5	0.0257	2.7E-5	0.0247	2.7E-5
0.0183	1.9E-5	0.0281	2.9E-5	0.0316	3.5E-5	0.0273	2.9E-5	0.0280	3.2E-5	0.0261	2.7E-5	0.0250	2.7E-5
0.0186	1.9E-5	0.0285	3.0E-5	0.0321	3.6E-5	0.0276	3.0E-5	0.0284	3.3E-5	0.0265	2.7E-5	0.0254	2.7E-5
0.0190	1.9E-5	0.0289	3.0E-5	0.0324	3.6E-5	0.0280	3.0E-5	0.0287	3.4E-5	0.0268	2.8E-5	0.0257	2.8E-5
0.0194	2.0E-5	0.0292	3.1E-5	0.0328	3.7E-5	0.0282	3.0E-5	0.0291	3.4E-5	0.0272	2.8E-5	0.0261	2.8E-5
0.0197	2.0E-5	0.0296	3.2E-5	0.0332	3.8E-5	0.0285	3.1E-5	0.0294	3.5E-5	0.0275	2.9E-5	0.0264	2.8E-5
0.0201	2.0E-5	0.0299	3.2E-5	0.0335	3.8E-5	0.0288	3.1E-5	0.0298	3.5E-5	0.0278	2.9E-5	0.0267	2.9E-5
0.0205	2.1E-5	0.0303	3.3E-5	0.0339	3.9E-5	0.0291	3.2E-5	0.0301	3.6E-5	0.0282	3.0E-5	0.0271	2.9E-5
0.0208	2.1E-5	0.0306	3.3E-5	0.0343	4.0E-5	0.0294	3.2E-5	0.0304	3.6E-5	0.0285	3.0E-5	0.0274	2.9E-5
0.0211	2.1E-5	0.0310	3.4E-5	0.0348	4.1E-5	0.0297	3.3E-5	0.0308	3.7E-5	0.0289	3.1E-5	0.0278	3.0E-5
0.0215	2.2E-5	0.0313	3.4E-5	0.0352	4.2E-5	0.0300	3.3E-5	0.0311	3.8E-5	0.0293	3.2E-5	0.0282	3.1E-5
0.0218	2.2E-5	0.0317	3.5E-5	0.0357	4.3E-5	0.0303	3.4E-5	0.0314	3.8E-5	0.0296	3.2E-5	0.0286	3.1E-5
0.0221	2.3E-5	0.0321	3.6E-5	0.0362	4.4E-5	0.0306	3.4E-5	0.0318	3.9E-5	0.0300	3.3E-5	0.0289	3.2E-5
0.0223	2.3E-5	0.0325	3.7E-5	0.0366	4.4E-5	0.0309	3.5E-5	0.0321	4.0E-5	0.0304	3.3E-5	0.0292	3.2E-5
0.0226	2.4E-5	0.0329	3.7E-5	0.0369	4.5E-5	0.0312	3.6E-5	0.0325	4.0E-5	0.0307	3.4E-5	0.0295	3.2E-5
0.0229	2.4E-5	0.0333	3.8E-5	0.0372	4.6E-5	0.0315	3.6E-5	0.0329	4.1E-5	0.0310	3.4E-5	0.0298	3.3E-5
0.0231	2.5E-5	0.0338	3.9E-5	0.0376	4.7E-5	0.0318	3.7E-5	0.0333	4.2E-5	0.0313	3.5E-5	0.0302	3.3E-5
0.0234	2.5E-5	0.0342	4.0E-5	0.0380	4.9E-5	0.0322	3.8E-5	0.0338	4.3E-5	0.0316	3.6E-5	0.0306	3.4E-5
0.0236	2.6E-5	0.0346	4.1E-5	0.0385	5.0E-5	0.0325	3.9E-5	0.0342	4.4E-5	0.0320	3.7E-5	0.0309	3.5E-5
0.0239	2.6E-5	0.0351	4.2E-5	0.0390	5.1E-5	0.0329	3.9E-5	0.0347	4.5E-5	0.0323	3.7E-5	0.0314	3.5E-5
0.0242	2.6E-5	0.0355	4.3E-5	0.0395	5.2E-5	0.0332	4.0E-5	0.0351	4.6E-5	0.0327	3.8E-5	0.0319	3.6E-5
0.0245	2.7E-5	0.0360	4.4E-5	0.0400	5.3E-5	0.0336	4.1E-5	0.0354	4.7E-5	0.0332	3.9E-5	0.0323	3.7E-5
0.0248	2.7E-5	0.0364	4.5E-5	0.0405	5.4E-5	0.0339	4.2E-5	0.0357	4.8E-5	0.0336	4.0E-5	0.0327	3.8E-5
0.0251	2.8E-5	0.0368	4.6E-5	0.0410	5.6E-5	0.0343	4.3E-5	0.0360	4.8E-5	0.0340	4.0E-5	0.0332	3.8E-5
0.0254	2.8E-5	0.0373	4.6E-5	0.0416	5.7E-5	0.0347	4.4E-5	0.0364	4.9E-5	0.0345	4.1E-5	0.0336	3.9E-5
0.0257	2.8E-5	0.0377	4.7E-5	0.0421	5.8E-5	0.0350	4.5E-5	0.0367	5.0E-5	0.0349	4.2E-5	0.0341	4.0E-5
0.0260	2.9E-5	0.0382	4.8E-5	0.0427	5.9E-5	0.0354	4.6E-5	0.0371	5.0E-5	0.0354	4.2E-5	0.0346	4.0E-5
0.0264	2.9E-5	0.0387	4.9E-5	0.0432	6.1E-5	0.0357	4.7E-5	0.0375	5.1E-5	0.0359	4.3E-5	0.0350	4.1E-5
0.0267	2.9E-5	0.0392	5.0E-5	0.0438	6.2E-5	0.0360	4.8E-5	0.0379	5.2E-5	0.0363	4.4E-5	0.0355	4.2E-5
0.0271	3.0E-5	0.0397	5.1E-5	0.0443	6.4E-5	0.0363	4.9E-5	0.0383	5.3E-5	0.0368	4.5E-5	0.0359	4.3E-5
0.0274	3.0E-5	0.0402	5.2E-5	0.0448	6.5E-5	0.0366	4.9E-5	0.0387	5.4E-5	0.0372	4.6E-5	0.0363	4.4E-5
0.0279	3.1E-5	0.0407	5.4E-5	0.0453	6.6E-5	0.0370	5.0E-5	0.0391	5.4E-5	0.0377	4.7E-5	0.0366	4.6E-5
0.0282	3.1E-5	0.0411	5.5E-5	0.0459	6.8E-5	0.0374	5.0E-5	0.0396	5.5E-5	0.0382	4.9E-5	0.0370	4.7E-5
0.0286	3.1E-5	0.0416	5.6E-5	0.0464	6.9E-5	0.0378	5.1E-5	0.0400	5.6E-5	0.0387	5.0E-5	0.0374	4.8E-5
0.0290	3.2E-5	0.0421	5.7E-5	0.0468	7.1E-5	0.0382	5.1E-5	0.0404	5.7E-5	0.0392	5.1E-5	0.0379	4.9E-5
0.0294	3.2E-5	0.0425	5.9E-5	0.0473	7.2E-5	0.0387	5.2E-5	0.0409	5.9E-5	0.0397	5.2E-5	0.0383	5.0E-5
0.0297	3.2E-5	0.0430	6.0E-5	0.0477	7.3E-5	0.0391	5.3E-5	0.0413	6.0E-5	0.0402	5.4E-5	0.0387	5.1E-5
0.0301	3.3E-5	0.0434	6.1E-5	0.0481	7.5E-5	0.0395	5.4E-5	0.0417	6.1E-5	0.0407	5.5E-5	0.0392	5.2E-5
0.0305	3.3E-5	0.0439	6.2E-5	0.0486	7.6E-5	0.0399	5.5E-5	0.0421	6.2E-5	0.0412	5.6E-5	0.0396	5.3E-5
0.0309	3.4E-5	0.0443	6.3E-5	0.0490	7.7E-5	0.0403	5.6E-5	0.0425	6.3E-5	0.0417	5.7E-5	0.0401	5.4E-5
0.0313	3.4E-5	0.0448	6.4E-5	0.0494	7.9E-5	0.0407	5.8E-5	0.0429	6.5E-5	0.0422	5.8E-5	0.0406	5.5E-5
0.0317	3.5E-5	0.0453	6.5E-5	0.0498	8.0E-5	0.0411	5.9E-5	0.0434	6.6E-5	0.0426	6.0E-5	0.0410	5.6E-5
0.0321	3.6E-5	0.0457	6.6E-5	0.0503	8.1E-5	0.0415	5.9E-5	0.0438	6.7E-5	0.0431	6.1E-5	0.0415	5.7E-5
