Position (m) Run #1	Magnetic Field Strength (100X) (T) Run #1	Position (m) Run #2	Magnetic Field Strength (100X) (T) Run #2	Position (m) Run #3	Magnetic Field Strength (100X) (T) Run #3	Position (m) Run #4	Magnetic Field Strength (100X) (T) Run #4	Position (m) Run #5	Magnetic Field Strength (100X) (T) Run #5	Position (m) Run #6	Magnetic Field Strength (100X) (T) Run #6	Position (m) Run #7	Magnetic Field Strength (100X) (T) Run #7
0.0325	3.6E-5	0.0462	6.8E-5	0.0507	8.2E-5	0.0418	6.0E-5	0.0442	6.8E-5	0.0435	6.2E-5	0.0419	5.8E-5
0.0330	3.7E-5	0.0466	6.9E-5	0.0511	8.3E-5	0.0422	6.1E-5	0.0446	6.9E-5	0.0439	6.3E-5	0.0423	5.9E-5
0.0334	3.8E-5	0.0471	7.0E-5	0.0514	8.5E-5	0.0426	6.2E-5	0.0450	7.0E-5	0.0443	6.4E-5	0.0428	6.0E-5
0.0337	3.9E-5	0.0476	7.2E-5	0.0518	8.6E-5	0.0429	6.3E-5	0.0454	7.1E-5	0.0447	6.6E-5	0.0432	6.2E-5
0.0341	4.0E-5	0.0480	7.3E-5	0.0521	8.7E-5	0.0433	6.4E-5	0.0458	7.2E-5	0.0451	6.7E-5	0.0436	6.3E-5
0.0345	4.1E-5	0.0484	7.4E-5	0.0524	8.8E-5	0.0437	6.5E-5	0.0461	7.4E-5	0.0455	6.8E-5	0.0439	6.4E-5
0.0349	4.2E-5	0.0488	7.5E-5	0.0527	8.8E-5	0.0441	6.7E-5	0.0464	7.5E-5	0.0458	6.9E-5	0.0443	6.5E-5
0.0352	4.3E-5	0.0492	7.6E-5	0.0532	8.9E-5	0.0445	6.8E-5	0.0468	7.6E-5	0.0461	7.1E-5	0.0446	6.6E-5
0.0356	4.4E-5	0.0495	7.8E-5	0.0536	9.0E-5	0.0450	6.9E-5	0.0471	7.8E-5	0.0464	7.2E-5	0.0449	6.7E-5
0.0359	4.5E-5	0.0498	7.9E-5	0.0541	9.1E-5	0.0454	7.0E-5	0.0475	7.9E-5	0.0467	7.3E-5	0.0452	6.8E-5
0.0363	4.6E-5	0.0501	8.0E-5	0.0545	9.2E-5	0.0458	7.1E-5	0.0478	8.0E-5	0.0471	7.4E-5	0.0456	6.9E-5
0.0366	4.7E-5	0.0504	8.1E-5	0.0550	9.3E-5	0.0462	7.2E-5	0.0481	8.1E-5	0.0475	7.5E-5	0.0459	7.0E-5
0.0369	4.8E-5	0.0508	8.2E-5	0.0555	9.3E-5	0.0466	7.3E-5	0.0485	8.2E-5	0.0479	7.6E-5	0.0463	7.1E-5
0.0373	4.8E-5	0.0512	8.3E-5	0.0560	9.4E-5	0.0470	7.4E-5	0.0489	8.3E-5	0.0483	7.7E-5	0.0466	7.3E-5
0.0376	4.9E-5	0.0517	8.3E-5	0.0565	9.5E-5	0.0473	7.5E-5	0.0494	8.4E-5	0.0487	7.8E-5	0.0469	7.4E-5
0.0379	5.0E-5	0.0521	8.4E-5	0.0570	9.5E-5	0.0477	7.6E-5	0.0498	8.5E-5	0.0491	7.9E-5	0.0473	7.5E-5
0.0383	5.1E-5	0.0525	8.5E-5	0.0576	9.6E-5	0.0480	7.7E-5	0.0503	8.6E-5	0.0495	8.0E-5	0.0476	7.6E-5
0.0386	5.1E-5	0.0528	8.6E-5	0.0581	9.6E-5	0.0483	7.8E-5	0.0508	8.7E-5	0.0499	8.1E-5	0.0480	7.7E-5
0.0390	5.2E-5	0.0532	8.6E-5	0.0586	9.7E-5	0.0486	7.9E-5	0.0513	8.8E-5	0.0504	8.2E-5	0.0483	7.8E-5
0.0393	5.3E-5	0.0536	8.7E-5	0.0591	9.7E-5	0.0488	8.0E-5	0.0518	8.9E-5	0.0509	8.3E-5	0.0486	7.9E-5
0.0397	5.3E-5	0.0539	8.8E-5	0.0596	9.7E-5	0.0491	8.0E-5	0.0523	8.9E-5	0.0513	8.3E-5	0.0490	8.0E-5
0.0400	5.4E-5	0.0543	8.9E-5	0.0600	9.7E-5	0.0495	8.1E-5	0.0528	9.0E-5	0.0518	8.4E-5	0.0493	8.1E-5
0.0404	5.5E-5	0.0546	9.0E-5	0.0605	9.7E-5	0.0498	8.2E-5	0.0532	9.1E-5	0.0522	8.5E-5	0.0496	8.2E-5
0.0407	5.5E-5	0.0549	9.0E-5	0.0610	9.7E-5	0.0502	8.3E-5	0.0537	9.2E-5	0.0527	8.6E-5	0.0499	8.3E-5
0.0410	5.6E-5	0.0553	9.1E-5	0.0614	9.7E-5	0.0505	8.3E-5	0.0541	9.3E-5	0.0531	8.7E-5	0.0502	8.4E-5
0.0413	5.7E-5	0.0557	9.2E-5	0.0619	9.7E-5	0.0509	8.4E-5	0.0545	9.4E-5	0.0536	8.8E-5	0.0506	8.5E-5
0.0417	5.8E-5	0.0560	9.3E-5	0.0624	9.7E-5	0.0513	8.5E-5	0.0550	9.5E-5	0.0540	8.9E-5	0.0509	8.6E-5
0.0420	5.9E-5	0.0564	9.3E-5	0.0628	9.7E-5	0.0516	8.6E-5	0.0554	9.6E-5	0.0545	9.0E-5	0.0512	8.6E-5
0.0423	6.0E-5	0.0567	9.4E-5	0.0633	9.7E-5	0.0520	8.7E-5	0.0559	9.7E-5	0.0549	9.1E-5	0.0515	8.7E-5
0.0426	6.1E-5	0.0571	9.4E-5	0.0637	9.6E-5	0.0523	8.7E-5	0.0563	9.7E-5	0.0553	9.2E-5	0.0519	8.7E-5
0.0428	6.2E-5	0.0575	9.4E-5	0.0642	9.6E-5	0.0526	8.8E-5	0.0567	9.8E-5	0.0557	9.3E-5	0.0522	8.7E-5
0.0431	6.3E-5	0.0580	9.5E-5	0.0646	9.5E-5	0.0530	8.9E-5	0.0572	9.8E-5	0.0561	9.4E-5	0.0526	8.8E-5
0.0435	6.3E-5	0.0584	9.5E-5	0.0650	9.5E-5	0.0533	9.0E-5	0.0577	9.9E-5	0.0565	9.4E-5	0.0529	8.9E-5
0.0438	6.4E-5	0.0588	9.5E-5	0.0654	9.4E-5	0.0536	9.0E-5	0.0581	9.9E-5	0.0568	9.5E-5	0.0533	8.9E-5
0.0442	6.5E-5	0.0593	9.5E-5	0.0658	9.4E-5	0.0540	9.1E-5	0.0585	1.0E-4	0.0572	9.5E-5	0.0536	9.0E-5
0.0446	6.6E-5	0.0597	9.6E-5	0.0662	9.3E-5	0.0543	9.2E-5	0.0589	1.0E-4	0.0576	9.5E-5	0.0540	9.1E-5
0.0450	6.7E-5	0.0601	9.6E-5	0.0665	9.2E-5	0.0547	9.2E-5	0.0593	1.0E-4	0.0580	9.6E-5	0.0543	9.1E-5
0.0454	6.8E-5	0.0606	9.6E-5	0.0668	9.2E-5	0.0550	9.3E-5	0.0597	1.0E-4	0.0584	9.6E-5	0.0547	9.2E-5
0.0458	6.9E-5	0.0611	9.6E-5	0.0671	9.1E-5	0.0554	9.3E-5	0.0601	1.0E-4	0.0587	9.6E-5	0.0551	9.2E-5
0.0463	7.0E-5	0.0616	9.7E-5	0.0674	9.0E-5	0.0558	9.4E-5	0.0605	1.0E-4	0.0591	9.6E-5	0.0554	9.3E-5
0.0466	7.1E-5	0.0621	9.7E-5	0.0678	9.0E-5	0.0561	9.4E-5	0.0609	1.0E-4	0.0595	9.6E-5	0.0558	9.4E-5
0.0470	7.2E-5	0.0626	9.6E-5	0.0682	8.9E-5	0.0565	9.5E-5	0.0613	1.0E-4	0.0599	9.6E-5	0.0562	9.4E-5
0.0474	7.3E-5	0.0631	9.6E-5	0.0687	8.8E-5	0.0569	9.5E-5	0.0617	1.0E-4	0.0604	9.7E-5	0.0566	9.5E-5
0.0478	7.4E-5	0.0636	9.6E-5	0.0692	8.8E-5	0.0573	9.5E-5	0.0621	9.9E-5	0.0608	9.7E-5	0.0570	9.5E-5
0.0482	7.5E-5	0.0640	9.6E-5	0.0696	8.7E-5	0.0577	9.6E-5	0.0625	9.9E-5	0.0612	9.7E-5	0.0574	9.5E-5
0.0486	7.6E-5	0.0645	9.6E-5	0.0700	8.7E-5	0.0581	9.6E-5	0.0628	9.8E-5	0.0616	9.6E-5	0.0577	9.5E-5
0.0490	7.7E-5	0.0649	9.5E-5	0.0703	8.6E-5	0.0585	9.6E-5	0.0632	9.8E-5	0.0620	9.6E-5	0.0581	9.6E-5
0.0494	7.8E-5	0.0653	9.5E-5	0.0708	8.5E-5	0.0590	9.6E-5	0.0636	9.7E-5	0.0624	9.6E-5	0.0584	9.6E-5
0.0498	8.0E-5	0.0657	9.4E-5	0.0713	8.4E-5	0.0594	9.6E-5	0.0640	9.7E-5	0.0628	9.6E-5	0.0588	9.6E-5
0.0502	8.1E-5	0.0661	9.4E-5	0.0718	8.3E-5	0.0599	9.6E-5	0.0644	9.6E-5	0.0632	9.6E-5	0.0593	9.7E-5
0.0506	8.2E-5	0.0665	9.3E-5	0.0724	8.2E-5	0.0603	9.6E-5	0.0648	9.5E-5	0.0637	9.6E-5	0.0597	9.7E-5
0.0510	8.3E-5	0.0668	9.2E-5	0.0729	8.1E-5	0.0608	9.6E-5	0.0653	9.5E-5	0.0642	9.5E-5	0.0602	9.7E-5
0.0514	8.4E-5	0.0672	9.2E-5	0.0735	7.9E-5	0.0613	9.6E-5	0.0658	9.3E-5	0.0646	9.5E-5	0.0607	9.7E-5
0.0518	8.5E-5	0.0675	9.1E-5	0.0741	7.8E-5	0.0617	9.6E-5	0.0664	9.2E-5	0.0650	9.5E-5	0.0612	9.7E-5
0.0522	8.6E-5	0.0679	9.0E-5	0.0747	7.7E-5	0.0622	9.5E-5	0.0669	9.1E-5	0.0654	9.4E-5	0.0617	9.6E-5
0.0526	8.7E-5	0.0682	9.0E-5	0.0753	7.5E-5	0.0626	9.5E-5	0.0674	9.1E-5	0.0658	9.4E-5	0.0621	9.6E-5
0.0529	8.8E-5	0.0686	8.9E-5	0.0760	7.4E-5	0.0630	9.5E-5	0.0679	9.0E-5	0.0662	9.3E-5	0.0626	9.6E-5
0.0533	8.9E-5	0.0691	8.9E-5	0.0766	7.2E-5	0.0634	9.4E-5	0.0684	8.9E-5	0.0666	9.2E-5	0.0630	9.5E-5
0.0536	9.0E-5	0.0695	8.8E-5	0.0772	7.0E-5	0.0638	9.4E-5	0.0688	8.8E-5	0.0671	9.2E-5	0.0635	9.5E-5
0.0539	9.0E-5	0.0700	8.7E-5	0.0779	6.9E-5	0.0642	9.4E-5	0.0693	8.6E-5	0.0675	9.1E-5	0.0639	9.4E-5
0.0543	9.1E-5	0.0705	8.6E-5	0.0784	6.7E-5	0.0646	9.3E-5	0.0698	8.5E-5	0.0680	9.0E-5	0.0643	9.4E-5
0.0546	9.1E-5	0.0709	8.5E-5	0.0790	6.5E-5	0.0650	9.3E-5	0.0703	8.4E-5	0.0684	8.9E-5	0.0647	9.3E-5
0.0549	9.2E-5	0.0714	8.4E-5	0.0796	6.4E-5	0.0654	9.2E-5	0.0709	8.3E-5	0.0689	8.9E-5	0.0651	9.3E-5
0.0552	9.3E-5	0.0718	8.3E-5	0.0801	6.2E-5	0.0658	9.2E-5	0.0714	8.2E-5	0.0693	8.8E-5	0.0655	9.2E-5
0.0555	9.3E-5	0.0723	8.2E-5	0.0807	6.0E-5	0.0662	9.1E-5	0.0719	8.1E-5	0.0697	8.7E-5	0.0659	9.2E-5
0.0558	9.4E-5	0.0728	8.1E-5	0.0812	5.8E-5	0.0666	9.0E-5	0.0724	8.0E-5	0.0702	8.6E-5	0.0663	9.1E-5
0.0560	9.4E-5	0.0732	7.9E-5	0.0817	5.6E-5	0.0669	9.0E-5	0.0729	7.9E-5	0.0706	8.4E-5	0.0667	9.1E-5
0.0563	9.5E-5	0.0737	7.8E-5	0.0821	5.5E-5	0.0673	8.9E-5	0.0735	7.7E-5	0.0710	8.3E-5	0.0670	9.0E-5
0.0566	9.5E-5	0.0741	7.7E-5	0.0826	5.3E-5	0.0677	8.8E-5	0.0740	7.6E-5	0.0714	8.2E-5	0.0674	8.9E-5
0.0568	9.6E-5	0.0745	7.6E-5	0.0830	5.2E-5	0.0681	8.7E-5	0.0745	7.5E-5	0.0718	8.1E-5	0.0678	8.9E-5
0.0571	9.6E-5	0.0749	7.4E-5	0.0834	5.0E-5	0.0686	8.6E-5	0.0750	7.3E-5	0.0722	8.0E-5	0.0681	8.8E-5
0.0574	9.6E-5	0.0753	7.3E-5	0.0838	4.9E-5	0.0690	8.6E-5	0.0756	7.1E-5	0.0726	7.9E-5	0.0684	8.7E-5
0.0577	9.7E-5	0.0757	7.1E-5	0.0841	4.8E-5	0.0695	8.5E-5	0.0761	7.0E-5	0.0731	7.8E-5	0.0687	8.6E-5
0.0579	9.7E-5	0.0761	7.0E-5	0.0843	4.7E-5	0.0700	8.4E-5	0.0766	6.8E-5	0.0735	7.6E-5	0.0690	8.6E-5
0.0582	9.8E-5	0.0765	6.8E-5	0.0845	4.6E-5	0.0704	8.3E-5	0.0771	6.7E-5	0.0739	7.5E-5	0.0693	8.5E-5
0.0584	9.8E-5	0.0769	6.7E-5	0.0848	4.6E-5	0.0709	8.2E-5	0.0777	6.6E-5	0.0744	7.4E-5	0.0696	8.4E-5
0.0587	9.8E-5	0.0773	6.6E-5	0.0850	4.5E-5	0.0713	8.1E-5	0.0782	6.4E-5	0.0749	7.3E-5	0.0699	8.3E-5
0.0591	9.8E-5	0.0777	6.4E-5	0.0852	4.4E-5	0.0717	8.0E-5	0.0787	6.3E-5	0.0753	7.1E-5	0.0702	8.3E-5
0.0594	9.9E-5	0.0781	6.3E-5	0.0855	4.4E-5	0.0721	7.9E-5	0.0792	6.1E-5	0.0758	7.0E-5	0.0705	8.2E-5
0.0597	9.9E-5	0.0785	6.2E-5	0.0858	4.3E-5	0.0725	7.8E-5	0.0797	6.0E-5	0.0764	6.8E-5	0.0709	8.1E-5
0.0601	9.9E-5	0.0789	6.1E-5	0.0862	4.3E-5	0.0730	7.7E-5	0.0802	5.8E-5	0.0769	6.7E-5	0.0713	8.0E-5
0.0605	9.9E-5	0.0792	6.0E-5	0.0866	4.2E-5	0.0734	7.6E-5	0.0807	5.7E-5	0.0774	6.6E-5	0.0717	7.9E-5
0.0608	9.9E-5	0.0796	5.9E-5	0.0870	4.1E-5	0.0738	7.5E-5	0.0812	5.6E-5	0.0779	6.5E-5	0.0720	7.8E-5
0.0612	9.9E-5	0.0799	5.8E-5	0.0875	4.1E-5	0.0741	7.4E-5	0.0817	5.4E-5	0.0784	6.4E-5	0.0724	7.7E-5
0.0616	1.0E-4	0.0803	5.7E-5	0.0879	4.0E-5	0.0745	7.3E-5	0.0821	5.3E-5	0.0789	6.2E-5	0.0727	7.6E-5
0.0620	1.0E-4	0.0806	5.6E-5	0.0882	3.9E-5	0.0749	7.2E-5	0.0825	5.2E-5	0.0793	6.1E-5	0.0731	7.5E-5
0.0624	9.9E-5	0.0810	5.5E-5	0.0886	3.9E-5	0.0753	7.1E-5	0.0828	5.2E-5	0.0797	6.0E-5	0.0735	7.4E-5
0.0628	9.9E-5	0.0813	5.4E-5	0.0890	3.8E-5	0.0757	7.0E-5	0.0833	5.1E-5	0.0802	5.9E-5	0.0738	7.3E-5
0.0632	9.8E-5	0.0815	5.3E-5	0.0894	3.7E-5	0.0761	6.9E-5	0.0836	5.0E-5	0.0806	5.8E-5	0.0741	7.2E-5
0.0636	9.7E-5	0.0818	5.3E-5	0.0898	3.7E-5	0.0765	6.8E-5	0.0840	4.9E-5	0.0810	5.6E-5	0.0745	7.1E-5
0.0640	9.7E-5	0.0821	5.2E-5	0.0903	3.6E-5	0.0769	6.7E-5	0.0845	4.7E-5	0.0814	5.5E-5	0.0749	7.0E-5
0.0644	9.6E-5	0.0824	5.1E-5	0.0907	3.5E-5	0.0773	6.6E-5	0.0850	4.6E-5	0.0818	5.4E-5	0.0752	6.9E-5
0.0648	9.5E-5	0.0827	5.0E-5	0.0911	3.4E-5	0.0777	6.5E-5	0.0855	4.5E-5	0.0823	5.2E-5	0.0756	6.8E-5
0.0652	9.5E-5	0.0831	4.9E-5	0.0915	3.4E-5	0.0782	6.4E-5	0.0860	4.4E-5	0.0828	5.1E-5	0.0760	6.7E-5
0.0656	9.4E-5	0.0834	4.8E-5	0.0920	3.3E-5	0.0786	6.2E-5	0.0866	4.3E-5	0.0832	5.0E-5	0.0764	6.6E-5
